
1 0.1 0.10491438130702246,0.8130412682438906,0.5651801218014476,0.470979522434973,0.2555706586254082,0.9835269359010049,0.08839775024192442,0.31744791668362105,0.8223839963536436
1 0.2 0.9228907926587039,0.23730630725415203,0.29058767016619025,0.5507128379402276,0.6632263446912555,0.5953070598099698,0.5309375195423206,0.10769666583921278,0.1416399023946675
1 0.3 0.3169376401791081,0.36498740555334097,0.8321205340686344,0.9015374564578448,0.3891881492739644,0.37474054670093293,0.3799503162198593,0.5488056806905123,0.9776609192521969
2 0.3 0.021433278359318297,0.9841579459110431,0.6724985677366594,0.09927589449900272,0.2312688747745757,0.2818105815656414,0.39835420944347233,0.9392736757237995,0.3972406899600789
3 0.4 0.43277292647706644,0.3181187454458574,0.9182270334450219,0.1474883160792953,0.5779016820434824,0.6710366927096774,0.8545256622008887,0.061165358293995165,0.8601883626558794
6 0.66 0.9964842472414004,0.36570144950816574,0.20990183009271524,0.7197907031918616,0.5295054282401476,0.24121488328677054,0.1572606046263837,0.8335143551292826,0.09188595931921839
8 0.7599999999999999 0.02815486593552219,0.09970862324205154,0.7199677832359084,0.3252373856924202,0.41722645866093955,0.27838597089431594,0.5446401017991979,0.7957589159876876,0.9664894761529332
13 1.9100000000000004 0.23508142960499767,0.690383915349943,0.9199205767294341,0.908953502733724,0.32787305058820637,0.07859892245801003,0.7890279667283545,0.9290895681031459,0.1794150503764007
17 2.6199999999999988 0.4386601645510162,0.9287699807494235,0.6473680056578198,0.9493761908320079,0.5085395749119163,0.00039106998250404423,0.8113924081521234,0.33003496245767727,0.6195812125661904
19 4.48 0.36457211116822963,0.7930600985182027,0.45402896962721,0.35221863030539163,0.3303118328610477,0.35520454891348063,0.2902639320811671,0.5488430988037623,0.4264797443049767
21 2.65 0.9559259813122687,0.09748368719622691,0.5143852435316733,0.5502829958458314,0.8603230084034925,0.11871714526287303,0.06567797817044763,0.0280255200408297,0.08403064410162131
30 2.81 0.5464360529722145,0.9616736068278461,0.8320060666117284,0.45853327921286674,0.5224523363979731,0.005290961761647338,0.5480594996491116,0.9303220866869281,0.5030143365388253
31 3.8699999999999988 0.28294775819658663,0.8728298782729212,0.5167730024282512,0.38563350087969495,0.4814133212546019,0.2419615008911828,0.3914063628345444,0.6103051401118678,0.29985089780131485
